MouseID	MouseID_2	CageNr	Takedown	Takedown_order	Promethion_Position	Promethion_Cabinet	Category	Sex	Batch	DOB	Litter	T0_Date	T0_time	T0_DayPI	T0_weight	T0_leanmass	T0_leanperc	T0_fatmass	T0_fatperc	T0_Fwater	T0_Twater	T1_Date	T1_time	T1_DayPI	T1_weight	T2_Date	T2_time	T2_DayPI	T2_weight	T3_Date	T3_time	T3_DayPI	T3_weight	T4_Date	T4_DayPI	T4_time	T4_weight	T4_fatmass	T4_fatperc	T4_leanmass	T4_leanperc	T4_Fwater	T4_Twater	T5_Date	T5_time	T5_DayPI	Promethion_Comments_mouse	Promethion_Comments_for _all	T6_Date	T6_fasting_start	T6_takedown_time	T6_DayPI	T6_weight	T6_fatmass	T6_fatperc	T6_leanmass	T6_leanperc	T6_Fwater	T6_Twater	Spilled_Food_cage	Feces_cage	Promethion_weight	qPCR_Cmin_per_gCC	bombcal_thawed_sample_mass	bombcal_Dry_sample_mass	bombcal_Burned_sample_mass	bombcal_Calorific_Value	Comment_all
6308	Live_fB3C2M1	Live_fb3c2	D	9	10	2	Live	F	fB3	15.06.2020	Tac	24.07.2020	12:55	0	26.22	19.7	75.13348589	5.34	20.36613272	0	17.31	31.07.2020	10:25	7	29.11	07.08.2020	10:03	14	31.14	14.08.2020	10:25	21	35.34	17.08.2020	24	09:28	33.1	7.39	22.32628399	25.33	76.52567976	0.1	22.16	18.08.2020	08:11	25	this mouse did not use the body mass habitat (therefore only recorded as 15g in Promethion data)	NA	21.08.2020	09:30	14:35	28	32.47	6.21	19.12534647	25.73	79.24237758	0.09	22.22	8.22	2.28	NA	25315315	2.278	2.2677	0.8897	16041	NA
6313	Live_fB3C2M2	Live_fb3c2	C	14	14	2	Live	F	fB3	15.06.2020	Tac	24.07.2020	12:53	0	27.44	20.96	76.38483965	5.5	20.04373178	0	18.34	31.07.2020	10:25	7	30.35	07.08.2020	10:03	14	32.45	14.08.2020	10:25	21	34.5	17.08.2020	24	09:24	36.72	7.98	21.73202614	27.85	75.84422658	0.1	24.69	18.08.2020	08:11	25	NA	NA	21.08.2020	10:47	15:45	28	33.47	6.32	18.88258142	26.26	78.45832088	0.03	23.33	8.31	2.57	34.88166	19726027	2.5656	2.5535	0.893	15820	NA
6305	Live_fB3C2M3	Live_fb3c2	C	2	13	2	Live	F	fB3	15.06.2020	Tac	24.07.2020	12:54	0	26.51	20.42	77.02753678	5.09	19.20030177	0.02	17.71	31.07.2020	10:25	7	29.55	07.08.2020	10:03	14	31.68	14.08.2020	10:25	21	33.82	17.08.2020	24	09:20	34.33	8.04	23.41974949	25.95	75.58986309	0.13	22.55	18.08.2020	08:11	25	"this mouse was drinking nearly no water according to the Promethion measurements, 20.08.2020: had to remove bedding that was touching the water hopper (9:25-9:35)"	NA	21.08.2020	07:15	12:14	28	28.29	5.7	20.14846235	22.06	77.97808413	0.23	18.68	24.03	1.05	NA	NA	NA	NA	NA	NA	Sick -> exclude from all analysis
6300	Live_fB3C2M4	Live_fb3c2	D	7	16	2	Live	F	fB3	15.06.2020	Tac	24.07.2020	12:53	0	29.17	22.49	77.09976003	5.19	17.79225231	0.03	19.69	31.07.2020	10:25	7	31.41	07.08.2020	10:03	14	35.71	14.08.2020	10:25	21	39.31	17.08.2020	24	09:16	39.3	10.15	25.82697201	28.93	73.61323155	0.11	25.13	18.08.2020	08:11	25	NA	NA	21.08.2020	08:32	13:45	28	40.7	10.37	25.47911548	28.57	70.1965602	0.07	25.93	47.96	3.48	39.4322	21145833	3.4772	3.4616	0.8972	16077	NA
6391	Killed_fB4_C1M1	Killed_fb4c1	D	1	1	1	Killed	F	fB4	12.03.2021	G	19.04.2021	13:52	0	24.85	20.06	80.72434608	3.55	14.28571429	0.11	18.11	26.04.2021	11:00	7	24.94	03.05.2021	10:04	14	26.61	10.05.2021	10:12	21	28.94	13.05.2021	24	08:38	29.41	5.36	18.22509351	23.07	78.44270656	0	20.33	14.05.2021	08:43	25	NA	"14.05.2021:  started recording at 7:15, finished transfer at 8:04, ESA was not connected in previous recording so restarted recording with active ESA at 8:43; kept door open to Promethion as gaz analyzer temp was at 39.5¡C, each cage got 80g of food"	17.05.2021	07:00	12:05	28	27.88	4.73	16.96556671	22.47	80.5954089	0.12	19.81	51.88	2.118	28.00986	265604	NA	NA	NA	NA	NA
6409	Killed_fB4_C1M2	Killed_fb4c1	C	8	6	1	Killed	F	fB4	12.03.2021	H	19.04.2021	13:56	0	25.62	20.45	79.82045277	3.66	14.28571429	0.1	18.21	26.04.2021	11:00	7	29.03	03.05.2021	10:04	14	29.09	10.05.2021	10:12	21	30.38	13.05.2021	24	08:31	31.37	6.26	19.95537137	24.02	76.56997131	0.16	21.42	14.05.2021	08:43	25	NA	15.05.2021:  checked mice from 14:00-14:05	17.05.2021	08:45	13:41	28	30.19	5.29	17.5223584	24.38	80.75521696	0.21	21.49	10.02	1.95	29.36481	370370	NA	NA	NA	NA	NA
6405	Killed_fB4_C1M3	Killed_fb4c1	D	9	8	1	Killed	F	fB4	15.03.2021	I	19.04.2021	13:54	0	24.17	19.18	79.35457178	4.39	18.163012	0.02	16.77	26.04.2021	11:00	7	27.03	03.05.2021	10:04	14	30.51	10.05.2021	10:12	21	30.77	13.05.2021	24	08:26	31.45	9.45	30.04769475	21.3	67.72655008	0	18.86	14.05.2021	08:43	25	NA	16.05.2021:  checked mice from 9:25-9:30	17.05.2021	09:30	14:30	28	30.18	8.64	28.62823062	21.26	70.44400265	0.07	18.92	35.89	1.659	30.02414	468284	NA	NA	NA	NA	NA
6399	Killed_fB4_C1M4	Killed_fb4c1	C	12	5	1	Killed	F	fB4	15.03.2021	J	19.04.2021	13:53	0	21.15	17.54	82.93144208	2.46	11.63120567	0.17	16.06	26.04.2021	11:00	7	18.63	03.05.2021	10:04	14	22.19	10.05.2021	10:12	21	24.25	13.05.2021	24	08:18	24.83	3.73	15.02215062	20.47	82.44059605	0.06	18.02	14.05.2021	08:43	25	NA	NA	17.05.2021	10:14	15:09	28	24.81	3.27	13.18016929	21.12	85.12696493	0.12	18.85	14.79	2.546	24.59077	504356	NA	NA	NA	NA	NA
6403	Killed_fB4_C2M1	Killed_fb4c2	C	6	11	2	Killed	F	fB4	12.03.2021	H	19.04.2021	14:11	0	27.11	21.32	78.64256732	4.75	17.52120989	0.08	18.8	26.04.2021	11:26	7	28.71	03.05.2021	10:33	14	30.15	10.05.2021	09:42	21	30.88	13.05.2021	24	08:54	32.22	7.39	22.93606456	24.18	75.04655493	0	20.74	14.05.2021	08:43	25	NA	NA	17.05.2021	08:16	13:14	28	30.71	6.2	20.18886356	24.17	78.70400521	0.03	21.3	31.14	1.699	29.96308	178015	NA	NA	NA	NA	NA
6402	Killed_fB4_C2M2	Killed_fb4c2	D	3	13	2	Killed	F	fB4	12.03.2021	H	19.04.2021	14:07	0	25.58	20.16	78.81157154	3.88	15.16810008	0	17.88	26.04.2021	11:26	7	28.2	03.05.2021	10:33	14	30.32	10.05.2021	09:42	21	32.07	13.05.2021	24	09:00	33.43	8.58	25.66556985	24.07	72.00119653	0.07	20.61	14.05.2021	08:43	25	NA	NA	17.05.2021	07:29	12:30	28	32.41	7.86	24.25177414	24.12	74.42147485	0.17	21.26	67.82	1.751	31.1929	185701	NA	NA	NA	NA	NA
6408	Killed_fB4_C2M3	Killed_fb4c2	C	14	14	2	Killed	F	fB4	15.03.2021	J	19.04.2021	14:08	0	21.7	18.39	84.74654378	2.19	10.0921659	0	16.89	26.04.2021	11:26	7	23.53	03.05.2021	10:33	14	26.82	10.05.2021	09:42	21	27.39	13.05.2021	24	09:05	29.43	3.6	12.2324159	25.01	84.98131159	0	20.18	14.05.2021	08:43	25	NA	NA	17.05.2021	10:43	15:40	28	27.97	2.46	8.795137647	24.79	88.63067572	0.02	21.92	15.9	2.254	NA	427899	NA	NA	NA	NA	NA
6396	Killed_fB4_C2M4	Killed_fb4c2	D	15	16	2	Killed	F	fB4	15.03.2021	J	19.04.2021	14:10	0	20.53	17.45	84.99756454	2.53	12.32342913	0.17	15.74	26.04.2021	11:26	7	23.02	03.05.2021	10:33	14	25.39	10.05.2021	09:42	21	27.22	13.05.2021	24	09:11	27.84	4.38	15.73275862	22.7	81.53735632	0	19.91	14.05.2021	08:43	25	NA	NA	17.05.2021	10:56	15:51	28	26.08	3.3	12.65337423	22.09	84.70092025	0.02	19.48	38.31	2.056	25.0001	479930	NA	NA	NA	NA	NA
6404	Live_fB4_C1M1	Live_fb4c1	C	4	15	2	Live	F	fB4	15.03.2021	I	19.04.2021	14:03	0	24.77	19.44	78.48203472	3.89	15.70448123	0.12	17.44	26.04.2021	11:16	7	27.02	03.05.2021	10:46	14	29.02	10.05.2021	09:57	21	31.11	13.05.2021	24	08:57	31.6	8.04	25.44303797	22.75	71.99367089	0.18	20.17	14.05.2021	08:43	25	NA	NA	17.05.2021	07:46	12:43	28	29.18	6.76	23.16655243	21.86	74.91432488	0.38	19.35	37.37	1.721	29.03706	11269430	NA	NA	NA	NA	NA
6410	Live_fB4_C1M2	Live_fb4c1	C	16	10	2	Live	F	fB4	12.03.2021	G	19.04.2021	14:01	0	26.91	21.51	79.93311037	4.02	14.9386845	0.01	19.18	26.04.2021	11:16	7	28	03.05.2021	10:46	14	29.51	10.05.2021	09:57	21	30.99	13.05.2021	24	09:03	32.91	5.67	17.22880583	25.92	78.76025524	0	21.78	14.05.2021	08:43	25	NA	NA	17.05.2021	11:10	16:05	28	31.11	4.17	13.40405014	26.24	84.3458695	0.3	23.45	1.37	2.406	29.56871	16417910	NA	NA	NA	NA	NA
6400	Live_fB4_C1M3	Live_fb4c1	D	5	9	2	Live	F	fB4	12.03.2021	H	19.04.2021	14:00	0	25.97	21.12	81.32460531	4.21	16.21101271	0.14	18.32	26.04.2021	11:16	7	27.33	03.05.2021	10:46	14	28.86	10.05.2021	09:57	21	30.8	13.05.2021	24	08:49	31.19	6.3	20.19878166	24.1	77.26835524	0.1	20.95	14.05.2021	08:43	25	NA	NA	17.05.2021	08:01	12:58	28	28.85	5.01	17.36568458	23.34	80.90121317	0.08	20.55	64.44	2.037	29.72841	16778825	NA	NA	NA	NA	NA
6395	Live_fB4_C1M4	Live_fb4c1	D	11	12	2	Live	F	fB4	15.03.2021	J	19.04.2021	14:00	0	20.74	17.61	84.90838959	2.44	11.76470588	0	15.92	26.04.2021	11:16	7	22.77	03.05.2021	10:46	14	24.56	10.05.2021	09:57	21	26.14	13.05.2021	24	09:08	26.64	3.05	11.44894895	22.48	84.38438438	0	20.18	14.05.2021	08:43	25	NA	NA	17.05.2021	10:00	14:59	28	25.68	2.48	9.657320872	22.56	87.85046729	0.14	19.96	22.35	2.687	25.17153	4181892	NA	NA	NA	NA	NA
6397	Live_fB4_C2M1	Live_fb4c2	D	7	2	1	Live	F	fB4	12.03.2021	H	19.04.2021	14:22	0	27.53	21.18	76.93425354	5.33	19.36069742	0.41	18.5	26.04.2021	10:41	7	29.95	03.05.2021	10:18	14	29.93	10.05.2021	10:23	21	31.29	13.05.2021	24	08:29	31.54	5.46	17.31135067	24.97	79.16930881	0.18	21.84	14.05.2021	08:43	25	NA	NA	17.05.2021	08:30	13:25	28	30.42	4.41	14.49704142	25.37	83.39907955	0	22.31	28.59	2.042	30.02094	25997249	NA	NA	NA	NA	NA
6398	Live_fB4_C2M2	Live_fb4c2	C	2	7	1	Live	F	fB4	15.03.2021	I	19.04.2021	NA	0	25.82	20.61	79.82184353	3.88	15.02711077	0.15	18.38	26.04.2021	10:41	7	26.95	03.05.2021	10:18	14	28.68	10.05.2021	10:23	21	30.04	13.05.2021	24	08:23	29.74	6.81	22.89845326	22.29	74.94956288	0.1	19.24	14.05.2021	08:43	25	NA	NA	17.05.2021	07:16	12:15	28	28.8	5.73	19.89583333	22.65	78.64583333	0.07	19.71	41.68	1.614	28.65125	7467668	NA	NA	NA	NA	NA
6406	Live_fB4_C2M3	Live_fb4c2	C	10	3	1	Live	F	fB4	15.03.2021	I	19.04.2021	14:18	0	24.09	19.12	79.36903279	3.66	15.19302615	0	16.79	26.04.2021	10:41	7	25.47	03.05.2021	10:18	14	25.85	10.05.2021	10:23	21	26.94	13.05.2021	24	08:34	27.35	5.87	21.46252285	20.68	75.61243144	0.19	18.07	14.05.2021	08:43	25	NA	NA	17.05.2021	09:46	14:43	28	26.52	5.11	19.26847662	20.83	78.54449472	0.17	18.35	24.78	1.627	26.57366	8603604	NA	NA	NA	NA	NA
6392	Live_fB4_C2M4	Live_fb4c2	D	13	4	1	Live	F	fB4	15.03.2021	J	19.04.2021	NA	0	16.61	13.82	83.20288983	2.13	12.82360024	0.02	12.44	26.04.2021	10:41	7	18.97	03.05.2021	10:18	14	21.79	10.05.2021	10:23	21	24.11	13.05.2021	24	08:41	24.56	4.27	17.38599349	19.43	79.11237785	0.41	17.36	14.05.2021	08:43	25	NA	NA	17.05.2021	10:31	15:26	28	24.49	3.72	15.18987342	20.13	82.19681503	0.08	18.11	9.36	2.132	24.28399	13627993	NA	NA	NA	NA	NA
6443	Killed_fB5_C1M1	Killed_fb5c1	D	16	16	2	Killed	F	fB5	11.06.2021	K	22.07.2021	13:47	0	26.04	20.73	79.60829493	4.58	17.58832565	0	18.33	28.07.2021	10:08	6	27.11	05.08.2021	11:02	14	29.06	12.08.2021	11:06	21	28.94	15.08.2021	24	07:33	31.17	7.08	22.71414822	23.39	75.04010266	0.07	20.72	16.08.2021	07:55	25	NA	"16.08.2021:  started recording at 6:55, finished transfer at 7:55, Promethion as gaz analyzer temp was at 40.5¡C, each cage got 61g of food"	19.08.2021	11:10	15:44	28	30.62	6.33	20.6727629	23.61	77.10646636	0.21	21.17	32.64	2.867	30.25764	262467	NA	NA	NA	NA	NA
6441	Killed_fB5_C1M2	Killed_fb5c1	C	2	9	2	Killed	F	fB5	18.06.2021	L2	22.07.2021	13:48	0	22.44	17.88	79.67914439	3.49	15.55258467	0.07	15.97	28.07.2021	10:08	6	24.21	05.08.2021	11:02	14	27.02	12.08.2021	11:06	21	27.15	15.08.2021	24	07:36	27.92	4.83	17.29942693	22.28	79.79942693	0	19.82	16.08.2021	07:55	25	NA	17.08.2021:  checked mice from 14:00-14:05	19.08.2021	07:15	12:20	28	27.16	3.86	14.21207658	22.85	84.13107511	0.04	19.99	15.17	2.649	26.82555	128041	NA	NA	NA	NA	NA
6438	Killed_fB5_C1M3	Killed_fb5c1	D	5	13	2	Killed	F	fB5	18.06.2021	L	22.07.2021	13:45	0	22.85	18.28	80	3.32	14.52954048	0	16.6	28.07.2021	10:08	6	24.53	05.08.2021	11:02	14	26.95	12.08.2021	11:06	21	28.56	15.08.2021	24	07:41	29.66	4.76	16.04855024	23.93	80.68105192	0	21.1	16.08.2021	07:55	25	NA	18.08.2021:  checked mice from 14:00-14:05	19.08.2021	08:00	13:00	28	27.98	4.06	14.51036455	23.47	83.88134382	0.14	20.48	21.18	1.543	26.88584	526316	NA	NA	NA	NA	Food measurements most likly not correct
6439	Killed_fB5_C1M4	Killed_fb5c1	D	11	10	2	Killed	F	fB5	11.06.2021	M	22.07.2021	13:46	0	26.85	20.76	77.31843575	4.81	17.91433892	0.25	18.39	28.07.2021	10:08	6	27.51	05.08.2021	11:02	14	29.65	12.08.2021	11:06	21	32.4	15.08.2021	24	07:45	33.17	8.76	26.40940609	23.87	71.96261682	0.12	20.71	16.08.2021	07:55	25	NA	NA	19.08.2021	10:00	14:48	28	31.96	7.84	24.53066333	23.8	74.46808511	0.51	20.62	44.28	2.714	31.68189	385604	NA	NA	NA	NA	NA
6433	Killed_fB5_C2M1	Killed_fb5c2	D	13	4	1	Killed	F	fB5	18.06.2021	L	22.07.2021	13:50	0	25.06	19.57	78.09257781	3.82	15.2434158	0	17.45	28.07.2021	09:38	6	25.81	05.08.2021	10:32	14	30.33	12.08.2021	11:33	21	33.53	15.08.2021	24	08:10	33.74	7.29	21.6064019	25.74	76.2892709	0	22.44	16.08.2021	07:55	25	NA	NA	19.08.2021	10:30	15:09	28	30.24	5	16.53439153	24.78	81.94444444	0.27	21.81	21.18	2.307	30.4629	129702	NA	NA	NA	NA	NA
6442	Killed_fB5_C2M2	Killed_fb5c2	D	7	1	1	Killed	F	fB5	18.06.2021	L	22.07.2021	13:51	0	23.28	18.79	80.71305842	2.85	12.24226804	0.03	16.8	28.07.2021	09:38	6	26.02	05.08.2021	10:32	14	28.86	12.08.2021	11:33	21	32.22	15.08.2021	24	08:13	31.13	5.45	17.50722775	24.65	79.18406682	0.16	22.09	16.08.2021	07:55	25	NA	NA	19.08.2021	08:30	13:23	28	29.23	4.05	13.85562778	24.8	84.84433801	0.03	21.48	6.72	2.737	29.81105	610329	NA	NA	NA	NA	NA
6435	Killed_fB5_C2M3	Killed_fb5c2	C	14	8	1	Killed	F	fB5	11.06.2021	M	22.07.2021	13:52	0	24.8	19.61	79.07258065	3.91	15.76612903	0.26	17.62	28.07.2021	09:38	6	25.12	05.08.2021	10:32	14	27.79	12.08.2021	11:33	21	29.72	15.08.2021	24	08:16	30.02	7.71	25.68287808	21.59	71.91872085	0	19.18	16.08.2021	07:55	25	NA	NA	19.08.2021	10:45	15:20	28	29.45	7.43	25.22920204	21.67	73.58234295	0.12	19.07	11.37	2.596	28.8725	233754	NA	NA	NA	NA	NA
6448	Killed_fB5_C2M4	Killed_fb5c2	C	6	6	1	Killed	F	fB5	11.06.2021	M	22.07.2021	13:52	0	30.3	21.03	69.40594059	7.17	23.66336634	0.22	18.57	28.07.2021	09:38	6	28.5	05.08.2021	10:32	14	31.68	12.08.2021	11:33	21	33.63	15.08.2021	24	08:20	33.94	10.46	30.81909252	22.95	67.61932823	0.35	19.93	16.08.2021	07:55	25	NA	NA	19.08.2021	08:16	13:10	28	32.71	9.97	30.47997554	22.39	68.45001529	0.15	19.49	9.71	2.851	33.23384	292032	NA	NA	NA	NA	NA
6436	Live_fB5_C1M1	Live_fb5c1	D	15	12	2	Live	F	fB5	18.06.2021	L	22.07.2021	13:41	0	25.12	19.65	78.22452229	4.03	16.04299363	0.02	17.5	28.07.2021	09:54	6	24.95	05.08.2021	10:48	14	26.83	12.08.2021	10:53	21	28.11	15.08.2021	24	08:24	30.38	5.61	18.46609612	24.11	79.36142199	0.12	21.1	16.08.2021	07:55	25	NA	NA	19.08.2021	11:01	15:32	28	28.83	4.6	15.9556018	23.75	82.37946583	0.07	20.81	22.5	3.29	30.25936	6867892	NA	NA	NA	NA	NA
6445	Live_fB5_C1M2	Live_fb5c1	D	1	11	2	Live	F	fB5	11.06.2021	K	22.07.2021	13:42	0	22.51	17.96	79.78676144	3.46	15.37094625	0.32	15.86	28.07.2021	09:54	6	23.5	05.08.2021	10:48	14	26.27	12.08.2021	10:53	21	27.43	15.08.2021	24	08:27	28.77	8.1	28.15432742	20.17	70.10775113	0	17.7	16.08.2021	07:55	25	NA	NA	19.08.2021	07:01	12:10	28	27	7.27	26.92592593	19.46	72.07407407	0	16.97	39.47	2.171	27.23073	7234798	NA	NA	NA	NA	NA
6437	Live_fB5_C1M3	Live_fb5c1	C	10	14	2	Live	F	fB5	18.06.2021	L	22.07.2021	13:41	0	23.08	18.8	81.45580589	2.88	12.47833622	0.27	17.49	28.07.2021	09:54	6	24.14	05.08.2021	10:48	14	27.87	12.08.2021	10:53	21	28.68	15.08.2021	24	08:30	29.62	4.57	15.42876435	24.18	81.63403106	0.03	21.33	16.08.2021	07:55	25	NA	NA	19.08.2021	09:45	14:30	28	29.1	3.7	12.71477663	24.74	85.01718213	0.08	21.7	13.89	3.277	29.07651	8921933	NA	NA	NA	NA	NA
6434	Live_fB5_C1M4	Live_fb5c1	C	8	15	2	Live	F	fB5	11.06.2021	M	22.07.2021	13:38	0	26.5	19.98	75.39622642	5.49	20.71698113	0.29	17.34	28.07.2021	09:54	6	27.89	05.08.2021	10:48	14	30.81	12.08.2021	10:53	21	32.37	15.08.2021	24	08:34	33.06	10.63	32.15366001	21.87	66.15245009	0.09	19.18	16.08.2021	07:55	25	NA	NA	19.08.2021	08:40	13:33	28	32.63	9.84	30.15629789	22.4	68.64848299	0.08	19.62	31.34	2.102	32.16604	NA	NA	NA	NA	NA	NA
6432	Live_fB5_C2M1	Live_fb5c2	C	4	2	1	Live	F	fB5	11.06.2021	K	22.07.2021	13:56	0	25.24	20.69	81.97305864	3.43	13.58954041	0	18.56	28.07.2021	10:24	6	26.63	05.08.2021	10:18	14	29.37	12.08.2021	11:21	21	30.41	15.08.2021	24	07:52	32.06	8.14	25.38989395	23.33	72.76980661	0	20.56	16.08.2021	07:55	25	"Error with water measurement, needed to plug it in again at 12:56 --> cant use acclimatization water intake "	NA	19.08.2021	07:45	12:48	28	28.52	6.1	21.3884993	21.88	76.71809257	0	19.26	34.05	1.969	29.81617	18218623	NA	NA	NA	NA	NA
6446	Live_fB5_C2M2	Live_fb5c2	D	9	3	1	Live	F	fB5	18.06.2021	L2	22.07.2021	13:55	0	23.27	18.65	80.14611087	3.34	14.35324452	0.2	16.96	28.07.2021	10:24	6	24.23	05.08.2021	10:18	14	28.9	12.08.2021	11:21	21	28.47	15.08.2021	24	07:55	29.32	4.73	16.13233288	23.87	81.41200546	0	20.75	16.08.2021	07:55	25	NA	NA	19.08.2021	09:31	14:21	28	29.82	4.55	15.25821596	24.74	82.96445339	0	21.89	14.51	2.841	28.97164	10761514	NA	NA	NA	NA	NA
6444	Live_fB5_C2M3	Live_fb5c2	C	12	5	1	Live	F	fB5	18.06.2021	L	22.07.2021	13:57	0	24.45	19.48	79.67280164	3.47	14.19222904	0.11	17.52	28.07.2021	10:24	6	25.2	05.08.2021	10:18	14	27.71	12.08.2021	11:21	21	28.55	15.08.2021	24	08:02	30.02	6.27	20.88607595	22.6	75.28314457	0.2	19.68	16.08.2021	07:55	25	NA	NA	19.08.2021	10:15	14:55	28	29.83	5.63	18.87361716	23.9	80.12068388	0.28	20.98	25.21	2.956	29.96615	11125887	NA	NA	NA	NA	NA
6450	Live_fB5_C2M4	Live_fb5c2	D	3	7	1	Live	F	fB5	11.06.2021	M	22.07.2021	13:56	0	26.88	20.57	76.52529762	4.63	17.22470238	0.11	18.56	28.07.2021	10:24	6	27.01	05.08.2021	10:18	14	29.52	12.08.2021	11:21	21	31.6	15.08.2021	24	07:59	32.26	8	24.79851209	23.68	73.40359578	0.04	20.49	16.08.2021	07:55	25	NA	NA	19.08.2021	07:31	12:35	28	30.77	7.4	24.04939877	23.11	75.10562236	0.18	19.98	24.28	1.757	NA	12624886	NA	NA	NA	NA	Food measurements most likly not correct
6490	Killed_fB6_C1M1	Killed_fb6c1	C	8	3	1	Killed	F	fB6	28.06.2021	N	04.08.2021	17:23	0	25.88	19.72	76.19783617	4.32	16.69242658	0.03	17.68	11.08.2021	13:20	7	28.83	18.08.2021	10:13	14	30.36	25.08.2021	09:00	21	32.41	28.08.2021	24	08:27	32.73	9.92	30.3085854	22.28	68.0721051	0.11	19.67	29.08.2021	07:47	25	NA	"29.08.2021:  started recording at 6:59, finished transfer at 7:47, each cage got 61g of food"	01.09.2021	08:45	13:27	28	32.26	8.6	26.6584005	23.41	72.566646	0.43	20.59	22.22	2.487	31.87919	631484	NA	NA	NA	NA	NA
6489	Killed_fB6_C1M2	Killed_fb6c1	D	5	7	1	Killed	F	fB6	22.06.2021	P	04.08.2021	17:22	0	24.27	19.15	78.9039967	4.09	16.85208076	0.13	17.14	11.08.2021	13:20	7	24.71	18.08.2021	10:13	14	25.99	25.08.2021	09:00	21	28.74	28.08.2021	24	08:30	27.54	4.03	14.63326071	22.58	81.98983297	0.09	20.02	29.08.2021	07:47	25	NA	30.08.2021:  checked mice from 10:15-10:20	01.09.2021	08:00	12:55	28	26.06	3.02	11.5886416	22.62	86.79969302	0	19.84	14.4	2.759	26.25386	281690	NA	NA	NA	NA	NA
6472	Killed_fB6_C1M3	Killed_fb6c1	C	12	8	1	Killed	F	fB6	23.06.2021	Q	04.08.2021	17:24	0	27.52	20.93	76.05377907	5.07	18.42296512	0	18.75	11.08.2021	13:20	7	28.46	18.08.2021	10:13	14	31.34	25.08.2021	09:00	21	33.03	28.08.2021	24	08:34	33.83	8.14	24.06148389	24.96	73.78066805	0.03	22.09	29.08.2021	07:47	25	NA	31.08.2021:  checked mice from 8:35:00-8:40	01.09.2021	10:01	14:39	28	33.692	7.17	21.28101626	26.15	77.61486406	0	22.98	34.39	3.149	32.71869	269542	NA	NA	NA	NA	NA
6471	Killed_fB6_C1M4	Killed_fb6c1	D	15	1	1	Killed	F	fB6	23.06.2021	Q	04.08.2021	17:25	0	29.26	21.94	74.98291183	5.89	20.12987013	0.04	19.67	11.08.2021	13:20	7	31.05	18.08.2021	10:13	14	33.37	25.08.2021	09:00	21	35.26	28.08.2021	24	08:37	35.37	11.36	32.1176138	23.42	66.21430591	0.31	20.52	29.08.2021	07:47	25	NA	NA	01.09.2021	10:40	15:12	28	34.19	10.49	30.68148581	23.54	68.85054109	0.33	20.75	17.96	2.938	34.37268	454133	NA	NA	NA	NA	NA
6484	Killed_fB6_C2M1	Killed_fb6c2	D	3	9	2	Killed	F	fB6	22.06.2021	O	04.08.2021	17:26	0	26.88	20.25	75.33482143	5.24	19.49404762	0	18	11.08.2021	13:55	7	27.86	18.08.2021	09:39	14	29.99	25.08.2021	09:28	21	31.16	28.08.2021	24	07:50	32.56	7.47	22.94226044	24.49	75.21498771	0	21.55	29.08.2021	07:47	25	NA	NA	01.09.2021	07:30	12:29	28	31.63	6.59	20.83465065	24.75	78.24849826	0.28	21.71	27.45	2.461	31.28461	223714	NA	NA	NA	NA	NA
6478	Killed_fB6_C2M2	Killed_fb6c2	C	6	11	2	Killed	F	fB6	23.06.2021	Q	04.08.2021	17:28	0	26.26	20.74	78.97943641	4.54	17.28865194	0.24	18.43	11.08.2021	13:55	7	27.47	18.08.2021	09:39	14	29.16	25.08.2021	09:28	21	30.27	28.08.2021	24	07:57	30.83	6.7	21.73207914	23.59	76.51638015	0.04	20.76	29.08.2021	07:47	25	NA	NA	01.09.2021	08:16	13:06	28	29.73	5.85	19.67709384	23.56	79.2465523	0.26	20.59	18.9	2.789	30.07523	441501	NA	NA	NA	NA	NA
6476	Killed_fB6_C2M3	Killed_fb6c2	C	16	14	2	Killed	F	fB6	23.06.2021	Q	04.08.2021	17:29	0	26.51	20.88	78.76273104	4.68	17.65371558	0.13	18.19	11.08.2021	13:55	7	26.77	18.08.2021	09:39	14	28.44	25.08.2021	09:28	21	29.23	28.08.2021	24	08:02	30.52	6.02	19.72477064	23.77	77.88335518	0.08	20.97	29.08.2021	07:47	25	NA	NA	01.09.2021	10:50	15:20	28	28.05	4.86	17.32620321	22.64	80.71301248	0.13	20.03	21.16	2.562	27.25026	221631	NA	NA	NA	NA	NA
6483	Killed_fB6_C2M4	Killed_fb6c2	D	9	15	2	Killed	F	fB6	22.06.2021	O	04.08.2021	17:26	0	27.25	20.34	74.64220183	5.42	19.88990826	0.23	17.95	11.08.2021	13:55	7	27.56	18.08.2021	09:39	14	30.18	25.08.2021	09:28	21	31.21	28.08.2021	24	08:05	31.98	6.98	21.82614134	23.99	75.01563477	0.19	21.26	29.08.2021	07:47	25	NA	NA	01.09.2021	09:16	14:08	28	30.98	5.94	19.17366043	24.55	79.24467398	0.06	21.59	37.74	2.921	29.9778	372439	NA	NA	NA	NA	NA
