2023-04-13 13:20:08 INFO::Writing function arguments to log file
2023-04-13 13:20:08 DEBUG::Function arguments
2023-04-13 13:20:08 DEBUG::Output folder: /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat
2023-04-13 13:20:08 DEBUG::Min Abundance: 0.000000
2023-04-13 13:20:08 DEBUG::Min Prevalence: 0.500000
2023-04-13 13:20:08 DEBUG::Normalization: TSS
2023-04-13 13:20:08 DEBUG::Transform: LOG
2023-04-13 13:20:08 DEBUG::Analysis method: LM
2023-04-13 13:20:08 DEBUG::Max significance: 0.100000
2023-04-13 13:20:08 DEBUG::Random effects: Batch
2023-04-13 13:20:08 DEBUG::Fixed effects: Category,Run
2023-04-13 13:20:08 DEBUG::Correction method: BH
2023-04-13 13:20:08 DEBUG::Standardize: TRUE
2023-04-13 13:20:08 DEBUG::Cores: 1
2023-04-13 13:20:08 INFO::Verifying options selected are valid
2023-04-13 13:20:08 INFO::Determining format of input files
2023-04-13 13:20:08 INFO::Input format is data samples as columns and metadata samples as rows
2023-04-13 13:20:08 DEBUG::Transformed data so samples are rows
2023-04-13 13:20:08 DEBUG::A total of 89 samples were found in both the data and metadata
2023-04-13 13:20:08 DEBUG::Reordering data/metadata to use same sample ordering
2023-04-13 13:20:56 INFO::Fitting model to feature number 277, s__NK3B98_sp900752305
2023-04-13 13:20:56 INFO::Fitting model to feature number 278, s__NK3B98_sp900758315
2023-04-13 13:20:56 INFO::Fitting model to feature number 279, s__Odoribacter_laneus
2023-04-13 13:20:56 INFO::Fitting model to feature number 280, s__Odoribacter_massiliensis
2023-04-13 13:20:57 INFO::Fitting model to feature number 281, s__Odoribacter_sp900544025
2023-04-13 13:20:57 INFO::Fitting model to feature number 282, s__Odoribacter_splanchnicus
2023-04-13 13:20:57 INFO::Fitting model to feature number 283, s__OF09_33XD_sp003481995
2023-04-13 13:20:57 INFO::Fitting model to feature number 284, s__Olsenella_B_sp004557505
2023-04-13 13:20:57 INFO::Fitting model to feature number 285, s__OM05_12_sp003438995
2023-04-13 13:20:57 INFO::Fitting model to feature number 286, s__OM05_12_sp900760755
2023-04-13 13:20:58 INFO::Fitting model to feature number 287, s__Ornithobacterium_rhinotracheale_A
2023-04-13 13:20:58 INFO::Fitting model to feature number 288, s__Oxalobacter_sp900760095
2023-04-13 13:20:58 INFO::Fitting model to feature number 289, s__Parabacteroides_acidifaciens
2023-04-13 13:20:58 INFO::Fitting model to feature number 290, s__Parabacteroides_B_pacaensis
2023-04-13 13:20:58 INFO::Fitting model to feature number 291, s__Parabacteroides_bouchesdurhonensis
2023-04-13 13:20:58 INFO::Fitting model to feature number 292, s__Parabacteroides_chinchillae
2023-04-13 13:20:58 INFO::Fitting model to feature number 293, s__Parabacteroides_distasonis
2023-04-13 13:20:59 INFO::Fitting model to feature number 294, s__Parabacteroides_distasonis_A
2023-04-13 13:20:59 INFO::Fitting model to feature number 295, s__Parabacteroides_faecis
2023-04-13 13:20:59 INFO::Fitting model to feature number 296, s__Parabacteroides_goldsteinii
2023-04-13 13:20:59 INFO::Fitting model to feature number 297, s__Parabacteroides_gordonii
2023-04-13 13:20:59 INFO::Fitting model to feature number 298, s__Parabacteroides_johnsonii
2023-04-13 13:20:59 INFO::Fitting model to feature number 299, s__Parabacteroides_massiliensis
2023-04-13 13:21:00 INFO::Fitting model to feature number 300, s__Parabacteroides_merdae
2023-04-13 13:21:00 INFO::Fitting model to feature number 301, s__Parabacteroides_sp002159645
2023-04-13 13:21:00 INFO::Fitting model to feature number 302, s__Parabacteroides_sp003473295
2023-04-13 13:21:00 INFO::Fitting model to feature number 303, s__Parabacteroides_sp003480915
2023-04-13 13:21:00 INFO::Fitting model to feature number 304, s__Parabacteroides_sp011038785
2023-04-13 13:21:00 INFO::Fitting model to feature number 305, s__Parabacteroides_sp014287585
2023-04-13 13:21:01 INFO::Fitting model to feature number 306, s__Parabacteroides_sp900540715
2023-04-13 13:21:01 INFO::Fitting model to feature number 307, s__Parabacteroides_sp900547435
2023-04-13 13:21:01 INFO::Fitting model to feature number 308, s__Parabacteroides_sp900548175
2023-04-13 13:21:01 INFO::Fitting model to feature number 309, s__Parabacteroides_sp900549585
2023-04-13 13:21:01 INFO::Fitting model to feature number 310, s__Parabacteroides_sp900552465
2023-04-13 13:21:01 INFO::Fitting model to feature number 311, s__Parabacteroides_sp900760525
2023-04-13 13:21:02 INFO::Fitting model to feature number 312, s__Parabacteroides_timonensis
2023-04-13 13:21:02 INFO::Fitting model to feature number 313, s__Paramuribaculum_sp900759835
2023-04-13 13:21:02 INFO::Fitting model to feature number 314, s__Paraprevotella_clara
2023-04-13 13:21:02 INFO::Fitting model to feature number 315, s__Paraprevotella_sp003477995
2023-04-13 13:21:02 INFO::Fitting model to feature number 316, s__Paraprevotella_sp900546665
2023-04-13 13:21:02 INFO::Fitting model to feature number 317, s__Paraprevotella_sp900548345
2023-04-13 13:21:03 INFO::Fitting model to feature number 318, s__Paraprevotella_xylaniphila
2023-04-13 13:21:03 INFO::Fitting model to feature number 319, s__Phil12_sp002633275
2023-04-13 13:21:03 INFO::Fitting model to feature number 320, s__Phocaeicola_barnesiae
2023-04-13 13:21:03 INFO::Fitting model to feature number 321, s__Phocaeicola_coprocola
2023-04-13 13:21:03 INFO::Fitting model to feature number 322, s__Phocaeicola_coprophilus
2023-04-13 13:21:04 INFO::Fitting model to feature number 323, s__Phocaeicola_dorei
2023-04-13 13:21:04 INFO::Fitting model to feature number 324, s__Phocaeicola_ilei
2023-04-13 13:21:04 INFO::Fitting model to feature number 325, s__Phocaeicola_massiliensis
2023-04-13 13:21:04 INFO::Fitting model to feature number 326, s__Phocaeicola_mediterraneensis
2023-04-13 13:21:04 INFO::Fitting model to feature number 327, s__Phocaeicola_paurosaccharolyticus
2023-04-13 13:21:05 INFO::Fitting model to feature number 328, s__Phocaeicola_plebeius
2023-04-13 13:21:05 INFO::Fitting model to feature number 329, s__Phocaeicola_plebeius_A
2023-04-13 13:21:05 INFO::Fitting model to feature number 330, s__Phocaeicola_plebeius_B
2023-04-13 13:21:05 INFO::Fitting model to feature number 331, s__Phocaeicola_salanitronis
2023-04-13 13:21:05 INFO::Fitting model to feature number 332, s__Phocaeicola_sartorii
2023-04-13 13:21:05 INFO::Fitting model to feature number 333, s__Phocaeicola_sp000432735
2023-04-13 13:21:06 INFO::Fitting model to feature number 334, s__Phocaeicola_sp000434735
2023-04-13 13:21:06 INFO::Fitting model to feature number 335, s__Phocaeicola_sp002161565
2023-04-13 13:21:06 INFO::Fitting model to feature number 336, s__Phocaeicola_sp002161765
2023-04-13 13:21:06 INFO::Fitting model to feature number 337, s__Phocaeicola_sp002493165
2023-04-13 13:21:06 INFO::Fitting model to feature number 338, s__Phocaeicola_sp011959205
2023-04-13 13:21:06 INFO::Fitting model to feature number 339, s__Phocaeicola_sp900066455
2023-04-13 13:21:07 INFO::Fitting model to feature number 340, s__Phocaeicola_sp900540105
2023-04-13 13:21:07 INFO::Fitting model to feature number 341, s__Phocaeicola_sp900541515
2023-04-13 13:21:07 INFO::Fitting model to feature number 342, s__Phocaeicola_sp900542985
2023-04-13 13:21:07 INFO::Fitting model to feature number 343, s__Phocaeicola_sp900544675
2023-04-13 13:21:07 INFO::Fitting model to feature number 344, s__Phocaeicola_sp900546095
2023-04-13 13:21:08 INFO::Fitting model to feature number 345, s__Phocaeicola_sp900546355
2023-04-13 13:21:08 INFO::Fitting model to feature number 346, s__Phocaeicola_sp900546645
2023-04-13 13:21:08 INFO::Fitting model to feature number 347, s__Phocaeicola_sp900551065
2023-04-13 13:21:08 INFO::Fitting model to feature number 348, s__Phocaeicola_sp900551645
2023-04-13 13:21:08 INFO::Fitting model to feature number 349, s__Phocaeicola_sp900552645
2023-04-13 13:21:08 INFO::Fitting model to feature number 350, s__Phocaeicola_sp900553715
2023-04-13 13:21:09 INFO::Fitting model to feature number 351, s__Phocaeicola_sp900554435
2023-04-13 13:21:09 INFO::Fitting model to feature number 352, s__Phocaeicola_sp900556845
2023-04-13 13:21:09 INFO::Fitting model to feature number 353, s__Phocaeicola_sp900557085
2023-04-13 13:21:09 INFO::Fitting model to feature number 354, s__Phocaeicola_sp900751965
2023-04-13 13:21:09 INFO::Fitting model to feature number 355, s__Phocaeicola_sp902388365
2023-04-13 13:21:10 INFO::Fitting model to feature number 356, s__Phocaeicola_vulgatus
2023-04-13 13:21:10 INFO::Fitting model to feature number 357, s__Porphyromonas_A_sp900541275
2023-04-13 13:21:10 INFO::Fitting model to feature number 358, s__Prevotella_brunnea
2023-04-13 13:21:10 INFO::Fitting model to feature number 359, s__Prevotella_buccalis
2023-04-13 13:21:10 INFO::Fitting model to feature number 360, s__Prevotella_copri_A
2023-04-13 13:21:10 INFO::Fitting model to feature number 361, s__Prevotella_disiens
2023-04-13 13:21:11 INFO::Fitting model to feature number 362, s__Prevotella_lascolaii
2023-04-13 13:21:11 INFO::Fitting model to feature number 363, s__Prevotella_pectinovora
2023-04-13 13:21:11 INFO::Fitting model to feature number 364, s__Prevotella_sp000436595
2023-04-13 13:21:11 INFO::Fitting model to feature number 365, s__Prevotella_sp000436915
2023-04-13 13:21:11 INFO::Fitting model to feature number 366, s__Prevotella_sp000688375
2023-04-13 13:21:11 INFO::Fitting model to feature number 367, s__Prevotella_sp002251365
2023-04-13 13:21:12 INFO::Fitting model to feature number 368, s__Prevotella_sp002251435
2023-04-13 13:21:12 INFO::Fitting model to feature number 369, s__Prevotella_sp002298815
2023-04-13 13:21:12 INFO::Fitting model to feature number 370, s__Prevotella_sp002342415
2023-04-13 13:21:12 INFO::Fitting model to feature number 371, s__Prevotella_sp002371715
2023-04-13 13:21:12 INFO::Fitting model to feature number 372, s__Prevotella_sp002439605
2023-04-13 13:21:12 INFO::Fitting model to feature number 373, s__Prevotella_sp003043945
2023-04-13 13:21:13 INFO::Fitting model to feature number 374, s__Prevotella_sp004792655
2023-04-13 13:21:13 INFO::Fitting model to feature number 375, s__Prevotella_sp013166515
2023-04-13 13:21:13 INFO::Fitting model to feature number 376, s__Prevotella_sp013166545
2023-04-13 13:21:13 INFO::Fitting model to feature number 377, s__Prevotella_sp013166605
2023-04-13 13:21:13 INFO::Fitting model to feature number 378, s__Prevotella_sp900313215
2023-04-13 13:21:13 INFO::Fitting model to feature number 379, s__Prevotella_sp900315765
2023-04-13 13:21:14 INFO::Fitting model to feature number 380, s__Prevotella_sp900316015
2023-04-13 13:21:14 INFO::Fitting model to feature number 381, s__Prevotella_sp900316295
2023-04-13 13:21:14 INFO::Fitting model to feature number 382, s__Prevotella_sp900546535
2023-04-13 13:21:14 INFO::Fitting model to feature number 383, s__Prevotella_sp900548745
2023-04-13 13:21:14 INFO::Fitting model to feature number 384, s__Prevotella_sp900549175
2023-04-13 13:21:15 INFO::Fitting model to feature number 385, s__Prevotella_sp900551275
2023-04-13 13:21:15 INFO::Fitting model to feature number 386, s__Prevotella_sp900554045
2023-04-13 13:21:15 INFO::Fitting model to feature number 387, s__Prevotella_sp900554545
2023-04-13 13:21:15 INFO::Fitting model to feature number 388, s__Prevotella_sp900554695
2023-04-13 13:21:15 INFO::Fitting model to feature number 389, s__Prevotella_sp900765465
2023-04-13 13:21:15 INFO::Fitting model to feature number 390, s__Prevotella_sp900767615
2023-04-13 13:21:16 INFO::Fitting model to feature number 391, s__Prevotella_sp900770395
2023-04-13 13:21:16 INFO::Fitting model to feature number 392, s__Prevotella_stercorea
2023-04-13 13:21:16 INFO::Fitting model to feature number 393, s__Prevotellamassilia_sp000437675
2023-04-13 13:21:16 INFO::Fitting model to feature number 394, s__Prevotellamassilia_sp002933955
2023-04-13 13:21:16 INFO::Fitting model to feature number 395, s__Prevotellamassilia_sp900539625
2023-04-13 13:21:16 INFO::Fitting model to feature number 396, s__Prevotellamassilia_sp900540885
2023-04-13 13:21:17 INFO::Fitting model to feature number 397, s__Prevotellamassilia_sp900543155
2023-04-13 13:21:17 INFO::Fitting model to feature number 398, s__Prevotellamassilia_sp900752815
2023-04-13 13:21:17 INFO::Fitting model to feature number 399, s__Proteiniphilum_acetatigenes
2023-04-13 13:21:17 INFO::Fitting model to feature number 400, s__Pseudomonas_E_sp000282275
2023-04-13 13:21:17 INFO::Fitting model to feature number 401, s__Pygmaiobacter_sp014287275
2023-04-13 13:21:18 INFO::Fitting model to feature number 402, s__QAMI01_sp900551915
2023-04-13 13:21:18 INFO::Fitting model to feature number 403, s__RC9_sp001915575
2023-04-13 13:21:18 INFO::Fitting model to feature number 404, s__RC9_sp900546445
2023-04-13 13:21:18 INFO::Fitting model to feature number 405, s__Robinsoniella_sp900539655
2023-04-13 13:21:18 INFO::Fitting model to feature number 406, s__Roseburia_inulinivorans
2023-04-13 13:21:18 INFO::Fitting model to feature number 407, s__Roseburia_sp003470905
2023-04-13 13:21:18 INFO::Fitting model to feature number 408, s__Ruminococcus_A_sp004556655
2023-04-13 13:21:19 INFO::Fitting model to feature number 409, s__Ruminococcus_B_gnavus
2023-04-13 13:21:19 INFO::Fitting model to feature number 410, s__Ruminococcus_C_sp900765125
2023-04-13 13:21:19 INFO::Fitting model to feature number 411, s__Ruminococcus_E_bromii_B
2023-04-13 13:21:19 INFO::Fitting model to feature number 412, s__Ruthenibacterium_lactatiformans
2023-04-13 13:21:19 INFO::Fitting model to feature number 413, s__Ruthenibacterium_sp003149955
2023-04-13 13:21:19 INFO::Fitting model to feature number 414, s__Ruthenibacterium_sp900546885
2023-04-13 13:21:19 INFO::Fitting model to feature number 415, s__Ruthenibacterium_sp900759375
2023-04-13 13:21:20 INFO::Fitting model to feature number 416, s__Schaedlerella_sp004556565
2023-04-13 13:21:20 INFO::Fitting model to feature number 417, s__Seonamhaeicola_sp001971785
2023-04-13 13:21:20 INFO::Fitting model to feature number 418, s__SFDP01_sp004558185
2023-04-13 13:21:20 INFO::Fitting model to feature number 419, s__Sporolactobacillus_sp900543345
2023-04-13 13:21:20 INFO::Fitting model to feature number 420, s__Streptomyces_djakartensis
2023-04-13 13:21:21 INFO::Fitting model to feature number 421, s__Streptomyces_griseoloalbus
2023-04-13 13:21:21 INFO::Fitting model to feature number 422, s__Streptomyces_tendae
2023-04-13 13:21:21 INFO::Fitting model to feature number 423, s__Succinivibrio_hippei_A
2023-04-13 13:21:21 INFO::Fitting model to feature number 424, s__Tannerella_sp003033925
2023-04-13 13:21:21 INFO::Fitting model to feature number 425, s__Tidjanibacter_inops_A
2023-04-13 13:21:21 INFO::Fitting model to feature number 426, s__Tolumonas_sp008015085
2023-04-13 13:21:22 INFO::Fitting model to feature number 427, s__Turicibacter_sp002311155
2023-04-13 13:21:22 INFO::Fitting model to feature number 428, s__UBA11358_sp903872345
2023-04-13 13:21:22 INFO::Fitting model to feature number 429, s__UBA11471_sp900547555
2023-04-13 13:21:22 INFO::Fitting model to feature number 430, s__UBA11517_sp900555365
2023-04-13 13:21:22 INFO::Fitting model to feature number 431, s__UBA1232_sp900544815
2023-04-13 13:21:22 INFO::Fitting model to feature number 432, s__UBA12481_sp903851365
2023-04-13 13:21:23 INFO::Fitting model to feature number 433, s__UBA1390_sp900764045
2023-04-13 13:21:23 INFO::Fitting model to feature number 434, s__UBA1394_sp900554975
2023-04-13 13:21:23 INFO::Fitting model to feature number 435, s__UBA1409_sp900760125
2023-04-13 13:21:23 INFO::Fitting model to feature number 436, s__UBA1417_sp003531055
2023-04-13 13:21:23 INFO::Fitting model to feature number 437, s__UBA1777_sp003150355
2023-04-13 13:21:23 INFO::Fitting model to feature number 438, s__UBA3263_sp001689615
2023-04-13 13:21:24 INFO::Fitting model to feature number 439, s__UBA3402_sp003478355
2023-04-13 13:21:24 INFO::Fitting model to feature number 440, s__UBA5416_sp900539175
2023-04-13 13:21:24 INFO::Fitting model to feature number 441, s__UBA5446_sp004553625
2023-04-13 13:21:24 INFO::Fitting model to feature number 442, s__UBA5508_sp002409745
2023-04-13 13:21:24 INFO::Fitting model to feature number 443, s__UBA6382_sp900557555
2023-04-13 13:21:25 INFO::Fitting model to feature number 444, s__UBA7160_sp004557975
2023-04-13 13:21:25 INFO::Fitting model to feature number 445, s__UBA7160_sp902363665
2023-04-13 13:21:25 INFO::Fitting model to feature number 446, s__UBA7173_sp001915385
2023-04-13 13:21:25 INFO::Fitting model to feature number 447, s__UBA7173_sp002491305
2023-04-13 13:21:25 INFO::Fitting model to feature number 448, s__UBA7332_sp002471225
2023-04-13 13:21:25 INFO::Fitting model to feature number 449, s__UBA945_sp900755905
2023-04-13 13:21:26 INFO::Fitting model to feature number 450, s__UBA9475_sp900549885
2023-04-13 13:21:26 INFO::Fitting model to feature number 451, s__UBA9502_sp003611875
2023-04-13 13:21:26 INFO::Fitting model to feature number 452, s__UBA9502_sp900538475
2023-04-13 13:21:26 INFO::Fitting model to feature number 453, s__UMGS1071_sp900541905
2023-04-13 13:21:26 INFO::Fitting model to feature number 454, s__UMGS1071_sp900542375
2023-04-13 13:21:26 INFO::Fitting model to feature number 455, s__UMGS1384_sp900551265
2023-04-13 13:21:27 INFO::Fitting model to feature number 456, s__UMGS1477_sp900552205
2023-04-13 13:21:27 INFO::Fitting model to feature number 457, s__UMGS1590_sp900759105
2023-04-13 13:21:27 INFO::Fitting model to feature number 458, s__UMGS1840_sp900555525
2023-04-13 13:21:27 INFO::Fitting model to feature number 459, s__UMGS1851_sp900555605
2023-04-13 13:21:27 INFO::Fitting model to feature number 460, s__UMGS1975_sp900546685
2023-04-13 13:21:28 INFO::Fitting model to feature number 461, s__UMGS2037_sp900557385
2023-04-13 13:21:28 INFO::Fitting model to feature number 462, s__UMGS687_sp900545735
2023-04-13 13:21:28 INFO::Fitting model to feature number 463, s__UMGS775_sp003343995
2023-04-13 13:21:28 INFO::Fitting model to feature number 464, s__Veillonella_sp900757715
2023-04-13 13:21:28 INFO::Fitting model to feature number 465, s__VFJJ01_sp009886115
2023-04-13 13:21:28 INFO::Fitting model to feature number 466, s__Zag111_sp900555325
2023-04-13 13:21:29 INFO::Counting total values for each feature
2023-04-13 13:21:29 INFO::Writing filtered data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/features/filtered_data.tsv
2023-04-13 13:21:29 INFO::Writing filtered, normalized data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/features/filtered_data_norm.tsv
2023-04-13 13:21:29 INFO::Writing filtered, normalized, transformed data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/features/filtered_data_norm_transformed.tsv
2023-04-13 13:21:30 INFO::Writing residuals to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/fits/residuals.rds
2023-04-13 13:21:30 INFO::Writing fitted values to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/fits/fitted.rds
2023-04-13 13:21:30 INFO::Writing extracted random effects to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/fits/ranef.rds
2023-04-13 13:21:30 INFO::Writing all results to file (ordered by increasing q-values): /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/all_results.tsv
2023-04-13 13:21:30 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.100000 ) to file (ordered by increasing q-values): /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat/significant_results.tsv
