2023-04-13 13:18:43 INFO::Writing function arguments to log file
2023-04-13 13:18:43 DEBUG::Function arguments
2023-04-13 13:18:43 DEBUG::Output folder: /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat
2023-04-13 13:18:43 DEBUG::Min Abundance: 0.000000
2023-04-13 13:18:43 DEBUG::Min Prevalence: 0.500000
2023-04-13 13:18:43 DEBUG::Normalization: TSS
2023-04-13 13:18:43 DEBUG::Transform: LOG
2023-04-13 13:18:43 DEBUG::Analysis method: LM
2023-04-13 13:18:43 DEBUG::Max significance: 0.100000
2023-04-13 13:18:43 DEBUG::Random effects: Batch
2023-04-13 13:18:43 DEBUG::Fixed effects: Category,Run
2023-04-13 13:18:43 DEBUG::Correction method: BH
2023-04-13 13:18:43 DEBUG::Standardize: TRUE
2023-04-13 13:18:43 DEBUG::Cores: 1
2023-04-13 13:18:43 INFO::Verifying options selected are valid
2023-04-13 13:18:43 INFO::Determining format of input files
2023-04-13 13:18:43 INFO::Input format is data samples as columns and metadata samples as rows
2023-04-13 13:18:43 DEBUG::Transformed data so samples are rows
2023-04-13 13:18:43 DEBUG::A total of 93 samples were found in both the data and metadata
2023-04-13 13:18:43 DEBUG::Reordering data/metadata to use same sample ordering
2023-04-13 13:19:28 INFO::Fitting model to feature number 277, s__Mediterraneibacter_sp900541505
2023-04-13 13:19:29 INFO::Fitting model to feature number 278, s__Methanobrevibacter_A_sp900766745
2023-04-13 13:19:29 INFO::Fitting model to feature number 279, s__Muribaculum_arabinoxylanisolvens
2023-04-13 13:19:29 INFO::Fitting model to feature number 280, s__Muribaculum_sp001701065
2023-04-13 13:19:29 INFO::Fitting model to feature number 281, s__Muribaculum_sp009775095
2023-04-13 13:19:29 INFO::Fitting model to feature number 282, s__Muricomes_contortus_B
2023-04-13 13:19:29 INFO::Fitting model to feature number 283, s__Muricomes_oroticus
2023-04-13 13:19:29 INFO::Fitting model to feature number 284, s__Muricomes_sp000509105
2023-04-13 13:19:30 INFO::Fitting model to feature number 285, s__MWCK01_sp002070005
2023-04-13 13:19:30 INFO::Fitting model to feature number 286, s__Negativibacillus_massiliensis
2023-04-13 13:19:30 INFO::Fitting model to feature number 287, s__Negativibacillus_sp900547455
2023-04-13 13:19:30 INFO::Fitting model to feature number 288, s__Neobittarella_massiliensis
2023-04-13 13:19:30 INFO::Fitting model to feature number 289, s__NK3B98_sp900752305
2023-04-13 13:19:31 INFO::Fitting model to feature number 290, s__NK3B98_sp900758315
2023-04-13 13:19:31 INFO::Fitting model to feature number 291, s__Odoribacter_laneus
2023-04-13 13:19:31 INFO::Fitting model to feature number 292, s__Odoribacter_massiliensis
2023-04-13 13:19:31 INFO::Fitting model to feature number 293, s__Odoribacter_sp900544025
2023-04-13 13:19:31 INFO::Fitting model to feature number 294, s__Odoribacter_splanchnicus
2023-04-13 13:19:31 INFO::Fitting model to feature number 295, s__OF09_33XD_sp003481995
2023-04-13 13:19:32 INFO::Fitting model to feature number 296, s__Olsenella_B_sp004557505
2023-04-13 13:19:32 INFO::Fitting model to feature number 297, s__OM05_12_sp003438995
2023-04-13 13:19:32 INFO::Fitting model to feature number 298, s__OM05_12_sp900760755
2023-04-13 13:19:32 INFO::Fitting model to feature number 299, s__Ornithobacterium_rhinotracheale_A
2023-04-13 13:19:32 INFO::Fitting model to feature number 300, s__Oxalobacter_sp900760095
2023-04-13 13:19:32 INFO::Fitting model to feature number 301, s__Parabacteroides_acidifaciens
2023-04-13 13:19:33 INFO::Fitting model to feature number 302, s__Parabacteroides_B_pacaensis
2023-04-13 13:19:33 INFO::Fitting model to feature number 303, s__Parabacteroides_bouchesdurhonensis
2023-04-13 13:19:33 INFO::Fitting model to feature number 304, s__Parabacteroides_chinchillae
2023-04-13 13:19:33 INFO::Fitting model to feature number 305, s__Parabacteroides_distasonis
2023-04-13 13:19:33 INFO::Fitting model to feature number 306, s__Parabacteroides_distasonis_A
2023-04-13 13:19:33 INFO::Fitting model to feature number 307, s__Parabacteroides_faecis
2023-04-13 13:19:34 INFO::Fitting model to feature number 308, s__Parabacteroides_goldsteinii
2023-04-13 13:19:34 INFO::Fitting model to feature number 309, s__Parabacteroides_gordonii
2023-04-13 13:19:34 INFO::Fitting model to feature number 310, s__Parabacteroides_johnsonii
2023-04-13 13:19:34 INFO::Fitting model to feature number 311, s__Parabacteroides_massiliensis
2023-04-13 13:19:34 INFO::Fitting model to feature number 312, s__Parabacteroides_merdae
2023-04-13 13:19:34 INFO::Fitting model to feature number 313, s__Parabacteroides_sp002159645
2023-04-13 13:19:35 INFO::Fitting model to feature number 314, s__Parabacteroides_sp003473295
2023-04-13 13:19:35 INFO::Fitting model to feature number 315, s__Parabacteroides_sp003480915
2023-04-13 13:19:35 INFO::Fitting model to feature number 316, s__Parabacteroides_sp004562445
2023-04-13 13:19:35 INFO::Fitting model to feature number 317, s__Parabacteroides_sp011038785
2023-04-13 13:19:35 INFO::Fitting model to feature number 318, s__Parabacteroides_sp014287585
2023-04-13 13:19:35 INFO::Fitting model to feature number 319, s__Parabacteroides_sp900540715
2023-04-13 13:19:36 INFO::Fitting model to feature number 320, s__Parabacteroides_sp900541965
2023-04-13 13:19:36 INFO::Fitting model to feature number 321, s__Parabacteroides_sp900547435
2023-04-13 13:19:36 INFO::Fitting model to feature number 322, s__Parabacteroides_sp900548175
2023-04-13 13:19:36 INFO::Fitting model to feature number 323, s__Parabacteroides_sp900549585
2023-04-13 13:19:36 INFO::Fitting model to feature number 324, s__Parabacteroides_sp900552465
2023-04-13 13:19:36 INFO::Fitting model to feature number 325, s__Parabacteroides_sp900760525
2023-04-13 13:19:37 INFO::Fitting model to feature number 326, s__Parabacteroides_timonensis
2023-04-13 13:19:37 INFO::Fitting model to feature number 327, s__Paramuribaculum_sp001689565
2023-04-13 13:19:37 INFO::Fitting model to feature number 328, s__Paramuribaculum_sp900759835
2023-04-13 13:19:37 INFO::Fitting model to feature number 329, s__Paraprevotella_clara
2023-04-13 13:19:37 INFO::Fitting model to feature number 330, s__Paraprevotella_sp003477995
2023-04-13 13:19:37 INFO::Fitting model to feature number 331, s__Paraprevotella_sp900546665
2023-04-13 13:19:38 INFO::Fitting model to feature number 332, s__Paraprevotella_sp900548345
2023-04-13 13:19:38 INFO::Fitting model to feature number 333, s__Paraprevotella_xylaniphila
2023-04-13 13:19:38 INFO::Fitting model to feature number 334, s__Phil12_sp002633275
2023-04-13 13:19:38 INFO::Fitting model to feature number 335, s__Phocaeicola_barnesiae
2023-04-13 13:19:38 INFO::Fitting model to feature number 336, s__Phocaeicola_coprocola
2023-04-13 13:19:38 INFO::Fitting model to feature number 337, s__Phocaeicola_coprophilus
2023-04-13 13:19:39 INFO::Fitting model to feature number 338, s__Phocaeicola_dorei
2023-04-13 13:19:39 INFO::Fitting model to feature number 339, s__Phocaeicola_ilei
2023-04-13 13:19:39 INFO::Fitting model to feature number 340, s__Phocaeicola_massiliensis
2023-04-13 13:19:39 INFO::Fitting model to feature number 341, s__Phocaeicola_mediterraneensis
2023-04-13 13:19:39 INFO::Fitting model to feature number 342, s__Phocaeicola_paurosaccharolyticus
2023-04-13 13:19:39 INFO::Fitting model to feature number 343, s__Phocaeicola_plebeius
2023-04-13 13:19:40 INFO::Fitting model to feature number 344, s__Phocaeicola_plebeius_A
2023-04-13 13:19:40 INFO::Fitting model to feature number 345, s__Phocaeicola_plebeius_B
2023-04-13 13:19:40 INFO::Fitting model to feature number 346, s__Phocaeicola_salanitronis
2023-04-13 13:19:40 INFO::Fitting model to feature number 347, s__Phocaeicola_sartorii
2023-04-13 13:19:40 INFO::Fitting model to feature number 348, s__Phocaeicola_sp000432735
2023-04-13 13:19:40 INFO::Fitting model to feature number 349, s__Phocaeicola_sp000434735
2023-04-13 13:19:41 INFO::Fitting model to feature number 350, s__Phocaeicola_sp002161565
2023-04-13 13:19:41 INFO::Fitting model to feature number 351, s__Phocaeicola_sp002161765
2023-04-13 13:19:41 INFO::Fitting model to feature number 352, s__Phocaeicola_sp002493165
2023-04-13 13:19:41 INFO::Fitting model to feature number 353, s__Phocaeicola_sp011959205
2023-04-13 13:19:41 INFO::Fitting model to feature number 354, s__Phocaeicola_sp900066445
2023-04-13 13:19:41 INFO::Fitting model to feature number 355, s__Phocaeicola_sp900066455
2023-04-13 13:19:42 INFO::Fitting model to feature number 356, s__Phocaeicola_sp900540105
2023-04-13 13:19:42 INFO::Fitting model to feature number 357, s__Phocaeicola_sp900541515
2023-04-13 13:19:42 INFO::Fitting model to feature number 358, s__Phocaeicola_sp900542985
2023-04-13 13:19:42 INFO::Fitting model to feature number 359, s__Phocaeicola_sp900544075
2023-04-13 13:19:42 INFO::Fitting model to feature number 360, s__Phocaeicola_sp900544675
2023-04-13 13:19:42 INFO::Fitting model to feature number 361, s__Phocaeicola_sp900546095
2023-04-13 13:19:43 INFO::Fitting model to feature number 362, s__Phocaeicola_sp900546355
2023-04-13 13:19:43 INFO::Fitting model to feature number 363, s__Phocaeicola_sp900546645
2023-04-13 13:19:43 INFO::Fitting model to feature number 364, s__Phocaeicola_sp900551065
2023-04-13 13:19:43 INFO::Fitting model to feature number 365, s__Phocaeicola_sp900551445
2023-04-13 13:19:43 INFO::Fitting model to feature number 366, s__Phocaeicola_sp900551645
2023-04-13 13:19:43 INFO::Fitting model to feature number 367, s__Phocaeicola_sp900552645
2023-04-13 13:19:44 INFO::Fitting model to feature number 368, s__Phocaeicola_sp900553715
2023-04-13 13:19:44 INFO::Fitting model to feature number 369, s__Phocaeicola_sp900554435
2023-04-13 13:19:44 INFO::Fitting model to feature number 370, s__Phocaeicola_sp900556845
2023-04-13 13:19:44 INFO::Fitting model to feature number 371, s__Phocaeicola_sp900557085
2023-04-13 13:19:44 INFO::Fitting model to feature number 372, s__Phocaeicola_sp900751965
2023-04-13 13:19:44 INFO::Fitting model to feature number 373, s__Phocaeicola_sp902388365
2023-04-13 13:19:45 INFO::Fitting model to feature number 374, s__Phocaeicola_vulgatus
2023-04-13 13:19:45 INFO::Fitting model to feature number 375, s__Porphyromonas_A_sp004555765
2023-04-13 13:19:45 INFO::Fitting model to feature number 376, s__Porphyromonas_A_sp900541275
2023-04-13 13:19:45 INFO::Fitting model to feature number 377, s__Prevotella_brunnea
2023-04-13 13:19:45 INFO::Fitting model to feature number 378, s__Prevotella_buccalis
2023-04-13 13:19:45 INFO::Fitting model to feature number 379, s__Prevotella_copri_A
2023-04-13 13:19:46 INFO::Fitting model to feature number 380, s__Prevotella_dentasini
2023-04-13 13:19:46 INFO::Fitting model to feature number 381, s__Prevotella_disiens
2023-04-13 13:19:46 INFO::Fitting model to feature number 382, s__Prevotella_hominis
2023-04-13 13:19:46 INFO::Fitting model to feature number 383, s__Prevotella_lascolaii
2023-04-13 13:19:46 INFO::Fitting model to feature number 384, s__Prevotella_pectinovora
2023-04-13 13:19:46 INFO::Fitting model to feature number 385, s__Prevotella_rara
2023-04-13 13:19:47 INFO::Fitting model to feature number 386, s__Prevotella_sp000436595
2023-04-13 13:19:47 INFO::Fitting model to feature number 387, s__Prevotella_sp000479005
2023-04-13 13:19:47 INFO::Fitting model to feature number 388, s__Prevotella_sp000688375
2023-04-13 13:19:47 INFO::Fitting model to feature number 389, s__Prevotella_sp002251365
2023-04-13 13:19:47 INFO::Fitting model to feature number 390, s__Prevotella_sp002251385
2023-04-13 13:19:48 INFO::Fitting model to feature number 391, s__Prevotella_sp002251435
2023-04-13 13:19:48 INFO::Fitting model to feature number 392, s__Prevotella_sp002298815
2023-04-13 13:19:48 INFO::Fitting model to feature number 393, s__Prevotella_sp002342415
2023-04-13 13:19:48 INFO::Fitting model to feature number 394, s__Prevotella_sp002439605
2023-04-13 13:19:48 INFO::Fitting model to feature number 395, s__Prevotella_sp002933775
2023-04-13 13:19:48 INFO::Fitting model to feature number 396, s__Prevotella_sp003043945
2023-04-13 13:19:48 INFO::Fitting model to feature number 397, s__Prevotella_sp003932845
2023-04-13 13:19:49 INFO::Fitting model to feature number 398, s__Prevotella_sp004792655
2023-04-13 13:19:49 INFO::Fitting model to feature number 399, s__Prevotella_sp013166515
2023-04-13 13:19:49 INFO::Fitting model to feature number 400, s__Prevotella_sp013166545
2023-04-13 13:19:49 INFO::Fitting model to feature number 401, s__Prevotella_sp013166605
2023-04-13 13:19:49 INFO::Fitting model to feature number 402, s__Prevotella_sp900313215
2023-04-13 13:19:49 INFO::Fitting model to feature number 403, s__Prevotella_sp900315765
2023-04-13 13:19:50 INFO::Fitting model to feature number 404, s__Prevotella_sp900316015
2023-04-13 13:19:50 INFO::Fitting model to feature number 405, s__Prevotella_sp900316295
2023-04-13 13:19:50 INFO::Fitting model to feature number 406, s__Prevotella_sp900546535
2023-04-13 13:19:50 INFO::Fitting model to feature number 407, s__Prevotella_sp900548745
2023-04-13 13:19:50 INFO::Fitting model to feature number 408, s__Prevotella_sp900549175
2023-04-13 13:19:50 INFO::Fitting model to feature number 409, s__Prevotella_sp900551275
2023-04-13 13:19:51 INFO::Fitting model to feature number 410, s__Prevotella_sp900553965
2023-04-13 13:19:51 INFO::Fitting model to feature number 411, s__Prevotella_sp900554045
2023-04-13 13:19:51 INFO::Fitting model to feature number 412, s__Prevotella_sp900554545
2023-04-13 13:19:51 INFO::Fitting model to feature number 413, s__Prevotella_sp900554695
2023-04-13 13:19:51 INFO::Fitting model to feature number 414, s__Prevotella_sp900765465
2023-04-13 13:19:51 INFO::Fitting model to feature number 415, s__Prevotella_sp900767615
2023-04-13 13:19:52 INFO::Fitting model to feature number 416, s__Prevotella_sp900770395
2023-04-13 13:19:52 INFO::Fitting model to feature number 417, s__Prevotella_stercorea
2023-04-13 13:19:52 INFO::Fitting model to feature number 418, s__Prevotellamassilia_sp000437675
2023-04-13 13:19:52 INFO::Fitting model to feature number 419, s__Prevotellamassilia_sp002933955
2023-04-13 13:19:52 INFO::Fitting model to feature number 420, s__Prevotellamassilia_sp900539625
2023-04-13 13:19:53 INFO::Fitting model to feature number 421, s__Prevotellamassilia_sp900540885
2023-04-13 13:19:53 INFO::Fitting model to feature number 422, s__Prevotellamassilia_sp900543155
2023-04-13 13:19:53 INFO::Fitting model to feature number 423, s__Prevotellamassilia_sp900752815
2023-04-13 13:19:53 INFO::Fitting model to feature number 424, s__Proteiniphilum_acetatigenes
2023-04-13 13:19:53 INFO::Fitting model to feature number 425, s__Pseudoflavonifractor_capillosus
2023-04-13 13:19:53 INFO::Fitting model to feature number 426, s__Pygmaiobacter_sp014287275
2023-04-13 13:19:54 INFO::Fitting model to feature number 427, s__QAMI01_sp900551915
2023-04-13 13:19:54 INFO::Fitting model to feature number 428, s__QANG01_sp003150145
2023-04-13 13:19:54 INFO::Fitting model to feature number 429, s__RC9_sp001915575
2023-04-13 13:19:54 INFO::Fitting model to feature number 430, s__RC9_sp002298075
2023-04-13 13:19:54 INFO::Fitting model to feature number 431, s__RC9_sp009774765
2023-04-13 13:19:54 INFO::Fitting model to feature number 432, s__RC9_sp900544195
2023-04-13 13:19:55 INFO::Fitting model to feature number 433, s__RC9_sp900546445
2023-04-13 13:19:55 INFO::Fitting model to feature number 434, s__Robinsoniella_sp900539655
2023-04-13 13:19:55 INFO::Fitting model to feature number 435, s__Roseburia_inulinivorans
2023-04-13 13:19:55 INFO::Fitting model to feature number 436, s__Roseburia_sp003470905
2023-04-13 13:19:55 INFO::Fitting model to feature number 437, s__Ruminococcus_A_sp004556655
2023-04-13 13:19:55 INFO::Fitting model to feature number 438, s__Ruminococcus_B_gnavus
2023-04-13 13:19:55 INFO::Fitting model to feature number 439, s__Ruminococcus_C_sp900765125
2023-04-13 13:19:56 INFO::Fitting model to feature number 440, s__Ruminococcus_E_bromii_B
2023-04-13 13:19:56 INFO::Fitting model to feature number 441, s__Ruthenibacterium_lactatiformans
2023-04-13 13:19:56 INFO::Fitting model to feature number 442, s__Ruthenibacterium_sp003149955
2023-04-13 13:19:56 INFO::Fitting model to feature number 443, s__Ruthenibacterium_sp900546885
2023-04-13 13:19:56 INFO::Fitting model to feature number 444, s__Ruthenibacterium_sp900759375
2023-04-13 13:19:57 INFO::Fitting model to feature number 445, s__Schaedlerella_glycyrrhizinilytica
2023-04-13 13:19:57 INFO::Fitting model to feature number 446, s__Schaedlerella_sp004556565
2023-04-13 13:19:57 INFO::Fitting model to feature number 447, s__Sellimonas_intestinalis
2023-04-13 13:19:57 INFO::Fitting model to feature number 448, s__Seonamhaeicola_sp001971785
2023-04-13 13:19:57 INFO::Fitting model to feature number 449, s__SFDP01_sp004558185
2023-04-13 13:19:57 INFO::Fitting model to feature number 450, s__Streptococcus_sp900550895
2023-04-13 13:19:58 INFO::Fitting model to feature number 451, s__Streptomyces_griseoloalbus
2023-04-13 13:19:58 INFO::Fitting model to feature number 452, s__Streptomyces_tendae
2023-04-13 13:19:58 INFO::Fitting model to feature number 453, s__Succinivibrio_hippei_A
2023-04-13 13:19:58 INFO::Fitting model to feature number 454, s__Tannerella_sp003033925
2023-04-13 13:19:58 INFO::Fitting model to feature number 455, s__Tidjanibacter_inops_A
2023-04-13 13:19:58 INFO::Fitting model to feature number 456, s__Tolumonas_sp008015085
2023-04-13 13:19:59 INFO::Fitting model to feature number 457, s__Turicibacter_sp002311155
2023-04-13 13:19:59 INFO::Fitting model to feature number 458, s__UBA11358_sp903872345
2023-04-13 13:19:59 INFO::Fitting model to feature number 459, s__UBA11471_sp900547555
2023-04-13 13:19:59 INFO::Fitting model to feature number 460, s__UBA11517_sp900555365
2023-04-13 13:19:59 INFO::Fitting model to feature number 461, s__UBA1232_sp900544815
2023-04-13 13:19:59 INFO::Fitting model to feature number 462, s__UBA1234_sp900753135
2023-04-13 13:20:00 INFO::Fitting model to feature number 463, s__UBA1390_sp002305315
2023-04-13 13:20:00 INFO::Fitting model to feature number 464, s__UBA1390_sp900764045
2023-04-13 13:20:00 INFO::Fitting model to feature number 465, s__UBA1394_sp900554975
2023-04-13 13:20:00 INFO::Fitting model to feature number 466, s__UBA1409_sp900760125
2023-04-13 13:20:00 INFO::Fitting model to feature number 467, s__UBA1417_sp003531055
2023-04-13 13:20:01 INFO::Fitting model to feature number 468, s__UBA1777_sp003150355
2023-04-13 13:20:01 INFO::Fitting model to feature number 469, s__UBA3263_sp001689615
2023-04-13 13:20:01 INFO::Fitting model to feature number 470, s__UBA3402_sp003478355
2023-04-13 13:20:01 INFO::Fitting model to feature number 471, s__UBA5416_sp900539175
2023-04-13 13:20:01 INFO::Fitting model to feature number 472, s__UBA5446_sp004553625
2023-04-13 13:20:01 INFO::Fitting model to feature number 473, s__UBA5508_sp002409745
2023-04-13 13:20:02 INFO::Fitting model to feature number 474, s__UBA6382_sp900557555
2023-04-13 13:20:02 INFO::Fitting model to feature number 475, s__UBA7160_sp004557975
2023-04-13 13:20:02 INFO::Fitting model to feature number 476, s__UBA7160_sp902363665
2023-04-13 13:20:02 INFO::Fitting model to feature number 477, s__UBA7173_sp001915385
2023-04-13 13:20:02 INFO::Fitting model to feature number 478, s__UBA7173_sp002491305
2023-04-13 13:20:02 INFO::Fitting model to feature number 479, s__UBA8389_sp012718945
2023-04-13 13:20:03 INFO::Fitting model to feature number 480, s__UBA945_sp900755905
2023-04-13 13:20:03 INFO::Fitting model to feature number 481, s__UBA9475_sp900549885
2023-04-13 13:20:03 INFO::Fitting model to feature number 482, s__UBA9502_sp003611875
2023-04-13 13:20:03 INFO::Fitting model to feature number 483, s__UBA9502_sp900538475
2023-04-13 13:20:03 INFO::Fitting model to feature number 484, s__UCG_010_sp003150115
2023-04-13 13:20:03 INFO::Fitting model to feature number 485, s__UMGS1071_sp900541905
2023-04-13 13:20:04 INFO::Fitting model to feature number 486, s__UMGS1071_sp900542375
2023-04-13 13:20:04 INFO::Fitting model to feature number 487, s__UMGS1384_sp900551265
2023-04-13 13:20:04 INFO::Fitting model to feature number 488, s__UMGS1387_sp900551295
2023-04-13 13:20:04 INFO::Fitting model to feature number 489, s__UMGS1477_sp900552205
2023-04-13 13:20:04 INFO::Fitting model to feature number 490, s__UMGS1590_sp900759105
2023-04-13 13:20:05 INFO::Fitting model to feature number 491, s__UMGS1840_sp900555525
2023-04-13 13:20:05 INFO::Fitting model to feature number 492, s__UMGS1851_sp900555605
2023-04-13 13:20:05 INFO::Fitting model to feature number 493, s__UMGS1975_sp900546685
2023-04-13 13:20:05 INFO::Fitting model to feature number 494, s__UMGS2037_sp900557385
2023-04-13 13:20:05 INFO::Fitting model to feature number 495, s__UMGS263_sp900540535
2023-04-13 13:20:05 INFO::Fitting model to feature number 496, s__UMGS687_sp900545735
2023-04-13 13:20:06 INFO::Fitting model to feature number 497, s__UMGS775_sp003343995
2023-04-13 13:20:06 INFO::Fitting model to feature number 498, s__Veillonella_sp900757715
2023-04-13 13:20:06 INFO::Fitting model to feature number 499, s__VFJJ01_sp009886115
2023-04-13 13:20:06 INFO::Fitting model to feature number 500, s__Zag111_sp900555325
2023-04-13 13:20:07 INFO::Counting total values for each feature
2023-04-13 13:20:07 INFO::Writing filtered data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/features/filtered_data.tsv
2023-04-13 13:20:07 INFO::Writing filtered, normalized data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/features/filtered_data_norm.tsv
2023-04-13 13:20:07 INFO::Writing filtered, normalized, transformed data to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/features/filtered_data_norm_transformed.tsv
2023-04-13 13:20:07 INFO::Writing residuals to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/fits/residuals.rds
2023-04-13 13:20:07 INFO::Writing fitted values to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/fits/fitted.rds
2023-04-13 13:20:07 INFO::Writing extracted random effects to file /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/fits/ranef.rds
2023-04-13 13:20:07 INFO::Writing all results to file (ordered by increasing q-values): /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/all_results.tsv
2023-04-13 13:20:08 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.100000 ) to file (ordered by increasing q-values): /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_F_treat/significant_results.tsv
